Ano;UF;Município;Escola;Rede;Taxa de participação;Participantes;Dados são representativos;Ciências Humanas;Ciências da Natureza;Linguagens e Códigos;Matemática;Redação;Media
2013;SP;São Paulo;SAO VICENTE DE PAULO COLEGIO PENHA;Todas;74,03%;57;Sim;584,8;542;556,6;594,5;593,3;574,24
2013;SP;São Paulo;SAO VICENTE DE PAULO ESCOLA;Todas;88,33%;53;Sim;567,9;540,4;544,2;592,8;606;570,26
2013;SP;São Paulo;SATELITE;Todas;82,05%;32;Sim;561,6;496,7;530,5;549;546,3;536,82
2013;SP;São Paulo;SENA DE MIRANDA COLEGIO UNIDADE II;Todas;66,67%;22;Sim;532,6;497,5;522,1;547,9;566,6;533,34
2013;SP;São Paulo;SERGIO BUARQUE DE HOLANDA;Todas;90,91%;20;Sim;610,7;563,3;572,4;617,4;630;598,76
2013;SP;São Paulo;SIGMUND FREUD;Todas;80,77%;21;Sim;543,8;530,3;544,3;624,5;596,2;567,82
2013;SP;São Paulo;SILVA;Todas;60,53%;115;Sim;490,7;455,2;491,2;495,2;491;484,66
2013;SP;São Paulo;SILVA PRADO DEPUTADO;Todas;63,77%;176;Sim;497,9;453,4;499;503,5;516,6;494,08
2013;SP;São Paulo;SOLUCAO MASTER;Todas;50,00%;17;Sim;576,8;490,4;547,1;536,5;576,5;545,46
2013;SP;São Paulo;SOUZA GOUVEIA;Todas;91,30%;21;Sim;514,6;463,4;485,8;493,8;527,6;497,04
2013;SP;São Paulo;SOUZA LOPES;Todas;53,85%;14;Sim;505;446,7;484,2;522,7;534,3;498,58
2013;SP;São Paulo;SPINOSA COLEGIO UNIDADE II;Todas;59,18%;29;Sim;581,4;510,2;564,3;589;546,9;558,36
2013;SP;São Paulo;STELLA MARIS COLEGIO SOC INSTRUCAO E BENEFICENCIA;Todas;70,21%;33;Sim;616,3;564,1;586,9;630,3;609,1;601,34
2013;SP;São Paulo;STELLA RODRIGUES;Todas;66,67%;24;Sim;551,8;537,6;536,7;584,2;619,2;565,9
2013;SP;São Paulo;STOCKLER;Todas;80,43%;74;Sim;641,4;623,2;595,2;695,7;658,4;642,78
2013;SP;São Paulo;TERRAMAR;Todas;71,67%;43;Sim;574,8;512,2;544,5;576,9;617,7;565,22
2013;SP;São Paulo;THOMAZ TREGLIA;Todas;88,00%;22;Sim;559,3;527,4;524,5;569,1;630;562,06
2013;SP;São Paulo;TOBIAS DE AGUIAR;Todas;63,04%;29;Sim;534,6;472,5;509,2;518,8;507,6;508,54
2013;SP;São Paulo;UNASP SAO PAULO ADVENTISTA COLEGIO;Todas;74,66%;165;Sim;555,1;513;533,2;586,9;590,9;555,82
2013;SP;São Paulo;UNIMOR COLEGIO NUCLEO 2;Todas;85,19%;46;Sim;581,1;554,5;545,2;617,2;589,1;577,42
2013;SP;São Paulo;VAN GOGH;Todas;84,62%;33;Sim;564,2;496,5;542,9;597,6;606,7;561,58
2013;SP;São Paulo;VERA CRUZ ESCOLA UNIDDE III;Todas;67,74%;84;Sim;640,8;599,7;600,9;705,2;655,7;640,46
2013;SP;São Paulo;VERTICE COLEGIO UNIDADE II;Todas;89,61%;69;Sim;727;697,5;649,8;787,3;755,7;723,46
2013;SP;São Paulo;VERUSKA;Todas;84,62%;33;Sim;547,7;504,2;517,3;575,6;578,2;544,6
2013;SP;São Paulo;VICTORINO;Todas;65,67%;44;Sim;549;531,4;541,2;564,7;560,5;549,36
2013;SP;São Paulo;VIP COLEGIO JARDIM TREMEMBE;Todas;71,43%;35;Sim;530,1;481,1;517,6;528,3;518,3;515,08
2013;SP;São Paulo;VIRGEM PODEROSA;Todas;88,37%;38;Sim;584,2;544;553,4;616,9;620,5;583,8
2013;SP;São Paulo;VISCONDE DE PORTO SEGURO;Todas;92,86%;91;Sim;580,4;551,1;544,7;590,5;647,9;582,92
2013;SP;São Paulo;VISCONDE DE PORTO SEGURO COLEGIO UNIDADE III;Todas;76,58%;121;Sim;646;591,8;599,1;697,6;651,6;637,22
2013;SP;São Paulo;VOCACIONAL RADIAL COLEGIO INTERNACIONAL;Todas;84,75%;50;Sim;554,2;514,3;538;581,4;588,2;555,22
2013;SP;São Paulo;WALDORF MICAEL DE SAO PAULO COLEGIO;Todas;61,11%;11;Sim;534,1;511,1;544,4;584,4;544,1;543,62
2013;SP;São Paulo;WELLINGTON CENTRO DE ENSINO INTEGRADO;Todas;90,91%;30;Sim;617;553,6;570,3;617;636,7;598,92
2013;SP;São Paulo;WOLNY CARVALHO RAMOS PROFESSOR;Todas;70,47%;136;Sim;512,5;469,7;501,5;516,2;539,1;507,8
2013;SP;São Paulo;ZANINI;Todas;71,43%;15;Sim;553,5;469,9;504,3;525;522,7;515,08
2013;SP;São Paulo;ZULEIKA DE BARROS MARTINS FERREIRA PROFESSORA;Todas;63,44%;236;Sim;518,8;474,9;510,5;514,7;537;511,18
2014;SP;São Paulo;ADOLFO GORDO SENADOR;Todas;64,42%;67;Sim;554,6;498,3;533,1;466,8;577,6;526,08
2014;SP;São Paulo;ADVENTISTA CIDADE ADEMAR;Todas;61,64%;45;Sim;580;529,9;565,1;527;578,2;556,04
2014;SP;São Paulo;ADVENTISTA COLEGIO DE INTERLAGOS;Todas;68,63%;35;Sim;604,5;556,5;572,9;575,2;631,4;588,1
2014;SP;São Paulo;ADVENTISTA DA LIBERDADE;Todas;79,66%;94;Sim;569,1;527,3;537,4;514,7;544,5;538,6
2014;SP;São Paulo;ADVENTISTA DE CAMPO LIMPO;Todas;73,08%;38;Sim;586,1;533,7;552,7;544,9;601,1;563,7
2014;SP;São Paulo;ADVENTISTA DE VILA ALPINA;Todas;73,33%;22;Sim;558,9;495,7;528,6;503,5;549,1;527,16
2014;SP;São Paulo;ADVENTISTA DE VILA NOVA CACHOEIRINHA;Todas;73,33%;22;Sim;569,3;510,1;548,9;521,5;619,1;553,78
2014;SP;São Paulo;ADVENTISTA SANTO AMARO;Todas;78,95%;75;Sim;579,1;526,4;559;548,6;574,4;557,5
2014;SP;São Paulo;ADVENTISTA SAO MIGUEL PAULISTA;Todas;54,90%;28;Sim;562,1;500,7;526,7;488,9;535,7;522,82
2014;SP;São Paulo;AGNUS;Todas;55,00%;11;Sim;570,3;464,4;530,7;481,6;523,6;514,12
2014;SP;São Paulo;AGOSTINIANO MENDEL COLEGIO;Todas;90,33%;243;Sim;670,3;654,6;620,9;736,6;693;675,08
2014;SP;São Paulo;ALBERT EINSTEIN;Todas;62,50%;35;Sim;554,8;512,7;535,9;491,9;574,3;533,92
2014;SP;São Paulo;ALBERT EINSTEIN ETEC;Todas;92,50%;148;Sim;632,1;571,2;601,5;616,4;636,4;611,52
2014;SP;São Paulo;ALBERT SABIN;Todas;95,07%;135;Sim;665,1;641;615;727;725,1;674,64
2014;SP;São Paulo;ALBERTO CONTE PROFESSOR;Todas;54,55%;282;Sim;554,6;480,9;527,6;465,6;501,7;506,08
2014;SP;São Paulo;ALBERTO LEVY PROFESSOR;Todas;56,59%;176;Sim;547,9;479,2;526,4;475,2;495,2;504,78
2014;SP;São Paulo;ALBERTO SALOTTI PROF EE;Todas;69,74%;159;Sim;574,2;491,6;536,3;484,3;555,5;528,38
2014;SP;São Paulo;ALBERTO TORRES;Todas;64,71%;11;Sim;566,9;498,5;524,2;479,7;489,1;511,68
2014;SP;São Paulo;ALCANCE;Todas;64,29%;27;Sim;568,8;508,4;526,5;516,1;567,4;537,44
2014;SP;São Paulo;ALEXANDRE VON HUMBOLDT;Todas;93,98%;78;Sim;565,7;486,2;524,5;472;532,3;516,14
2014;SP;São Paulo;ALIADO COLEGIO UNIDADE JOAO PAULO II;Todas;62,50%;15;Sim;547,6;513,2;526,2;533,2;530,7;530,18
2014;SP;São Paulo;ALVORADA;Todas;71,19%;42;Sim;554,8;511,3;525,6;497,3;523,8;522,56
2014;SP;São Paulo;AMELIA DE ARAUJO DONA;Todas;65,22%;90;Sim;544,4;487,1;522,5;471;506,6;506,32
2014;SP;São Paulo;AMORIM;Todas;68,18%;30;Sim;550,4;495,8;530,7;515,6;508;520,1
2014;SP;São Paulo;AMORIM SANTA TERESA COLEGIO;Todas;62,07%;18;Sim;590,6;517,4;566,8;540,1;587,8;560,54
2014;SP;São Paulo;ANA ROSA DE ARAUJO DONA;Todas;53,33%;56;Sim;561,7;487,5;535,8;480,5;547,5;522,6
2014;SP;São Paulo;ANGELICA COLEGIO;Todas;77,42%;24;Sim;600,4;541,2;566;548,2;596,9;570,54
2014;SP;São Paulo;ANGLO MORUMBI COLEGIO;Todas;82,31%;107;Sim;604,7;557,5;570,3;598,5;610,3;588,26
2014;SP;São Paulo;ANHANGUERA;Todas;57,09%;149;Sim;544,9;470,8;515,6;450,5;502,7;496,9
2014;SP;São Paulo;ANHEMBI MORUMBI;Todas;77,08%;37;Sim;602;552,2;575;589,2;603,8;584,44
2014;SP;São Paulo;ANNA TAVARES COLEGIO EIEPG;Todas;71,88%;23;Sim;583,5;535,3;558,2;543,9;569,7;558,12
2014;SP;São Paulo;ANTONIO ALVES CRUZ PROFESSOR;Todas;75,71%;53;Sim;564,7;512,9;532,8;491,6;524,2;525,24
2014;SP;São Paulo;ANTONIO EMILIO SOUZA PENNA PROFESSOR;Todas;51,35%;57;Sim;547,2;469,1;510,8;472,7;522,8;504,52
2014;SP;São Paulo;ANTONIO LISBOA PROFESSOR;Todas;66,67%;38;Sim;564,4;476;529,6;488,4;483,7;508,42
2014;SP;São Paulo;ANTONIO VIEIRA PADRE;Todas;65,25%;154;Sim;555,4;485,1;535;472,9;509,1;511,5
2014;SP;São Paulo;APRENDIZ DO FUTURO;Todas;84,00%;21;Sim;574,7;497,8;556,6;516,7;645,7;558,3
2014;SP;São Paulo;ARCY MAJOR;Todas;58,67%;44;Sim;558,1;485;534,7;488,9;482,7;509,88
2014;SP;São Paulo;ARGUMENTO;Todas;88,68%;141;Sim;624,1;595,3;588;630,1;651,8;617,86
2014;SP;São Paulo;ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA;Todas;89,04%;203;Sim;646,1;601;606,3;667,3;695,4;643,22
2014;SP;São Paulo;ASCENDINO REIS PROFESSOR;Todas;61,92%;309;Sim;551,1;484,6;525,6;464,9;494,1;504,06
2014;SP;São Paulo;AUGUSTO LARANJA COLEGIO UNIDADE I;Todas;64,00%;16;Sim;661,7;624,4;623,9;718,9;698,8;665,54
2014;SP;São Paulo;BANDEIRANTES COLEGIO EFM;Todas;89,73%;463;Sim;682;674,5;628,7;772,4;706,7;692,86
2014;SP;São Paulo;BASILIDES DE GODOY PROF ETEC;Todas;89,50%;179;Sim;627,7;561;592,5;612,6;622,5;603,26
2014;SP;São Paulo;BATISTA BRASILEIRO;Todas;63,16%;36;Sim;628;567,8;590,8;603,1;620,6;602,06
2014;SP;São Paulo;BATISTA DA PENHA;Todas;85,71%;36;Sim;595,7;539,5;552,4;535,2;622,2;569
2014;SP;São Paulo;BEATISSIMA VIRGEM MARIA;Todas;73,91%;51;Sim;618,4;571,9;587,8;614,8;634,3;605,44
2014;SP;São Paulo;BEKA COLEGIO UNIDADE III;Todas;86,67%;26;Sim;579,7;508,3;543,2;546,9;635,4;562,7
2014;SP;São Paulo;BENJAMIN CONSTANT;Todas;85,71%;42;Sim;632;598,4;593,2;662,3;669,5;631,08
2014;SP;São Paulo;BONI CONSILII INSTITUTO EDUCACAO;Todas;82,14%;46;Sim;615,4;559,4;576,8;580,6;624,8;591,4
2014;SP;São Paulo;BRASIL JOVEM;Todas;70,00%;14;Sim;588,6;520,7;541;536,8;574,3;552,28
2014;SP;São Paulo;BRASILIA DE SAO PAULO;Todas;94,37%;67;Sim;640,4;605,1;601,9;668,3;677,6;638,66
2014;SP;São Paulo;BRIDA;Todas;83,33%;10;Sim;596,3;568,9;573,8;557,1;624;584,02
2014;SP;São Paulo;CALHIM MANOEL ABUD;Todas;60,00%;99;Sim;548,7;473,8;525,6;483,6;547,3;515,8
2014;SP;São Paulo;CALIFORNIA JUNIOR;Todas;62,96%;17;Sim;575,1;505,1;533,5;522,3;561,2;539,44
2014;SP;São Paulo;CAMARGO ARANHA PROF ETEC;Todas;87,66%;206;Sim;617,7;553,1;584,2;579,3;625,3;591,92
2014;SP;São Paulo;CAMILO CASTELO BRANCO LICEU;Todas;73,91%;51;Sim;568,1;511,2;535,3;517,4;549;536,2
2014;SP;São Paulo;CAMPOS SALLES COLEGIO UNIDADE I;Todas;80,46%;70;Sim;582,7;523,8;545;527,8;623,4;560,54
2014;SP;São Paulo;CAMPOS SALLES COLEGIO UNIDADE II;Todas;88,37%;38;Sim;603,3;544,4;565,2;544,5;633,7;578,22
2014;SP;São Paulo;CANELLO MARQUES;Todas;76,06%;54;Sim;578,8;541,4;555,3;567,3;586,7;565,9
2014;SP;São Paulo;CARAN APPARECIDO GONCALVES PROFESSOR;Todas;56,28%;121;Sim;543,7;464;519,7;463,5;478,5;493,88
2014;SP;São Paulo;CARLOS BRUNETTI;Todas;88,24%;15;Sim;593,1;564,1;572,5;576;611,3;583,4
2013;SP;São Paulo;FERNAO DIAS PAES;Todas;68,21%;236;Sim;528,6;478,3;515,4;521,9;526;514,04
2013;SP;São Paulo;FILOMENA DE MARCO COLEGIO UNIDADE II;Todas;53,66%;22;Sim;526,9;475,5;513,6;542,8;534,6;518,68
2013;SP;São Paulo;FLORESTA;Todas;89,29%;25;Sim;605,4;568;563,8;642,9;567,2;589,46
2013;SP;São Paulo;FRANCISCANO PIO XII;Todas;84,44%;38;Sim;627,5;575,7;566,7;689,3;644,2;620,68
2013;SP;São Paulo;FRIBURGO;Todas;77,55%;38;Sim;600,7;535,1;569,5;625;634,7;593
2013;SP;São Paulo;FUTURO;Todas;56,25%;9;Não;544,6;503,3;542,5;514,2;528,9;526,7
2013;SP;São Paulo;GABRIEL ORTIZ PROFESSOR;Todas;50,10%;258;Sim;504,5;464,5;500,5;512,8;503;497,06
2013;SP;São Paulo;GENESE;Todas;68,75%;11;Sim;592,3;533,7;539,7;542,1;572,7;556,1
2013;SP;São Paulo;GETULIO VARGAS ETEC;Todas;91,74%;322;Sim;630;572,7;595,8;658,2;620,1;615,36
2013;SP;São Paulo;GIORDANO BRUNO;Todas;89,29%;25;Sim;603,6;549,7;579,6;622,8;623,2;595,78
2013;SP;São Paulo;GIUSTO ZONZINI;Todas;73,68%;14;Sim;575,1;572,8;570;645,7;580;588,72
2013;SP;São Paulo;GODOFREDO FURTADO;Todas;51,85%;56;Sim;539,2;468,3;521,4;520,7;530;515,92
2013;SP;São Paulo;GRAJAU;Todas;88,00%;44;Sim;558,7;485,7;525,6;540,1;579,6;537,94
2013;SP;São Paulo;GUARACY SILVEIRA ETEC;Todas;91,27%;209;Sim;624,3;559,1;590,5;626,8;614,6;603,06
2013;SP;São Paulo;GUARARAPES EIEFEM E TECNICO;Todas;55,88%;19;Sim;609,2;533,2;560,5;600,9;603,2;581,4
2013;SP;São Paulo;GUILHERME DUMONT VILLARES;Todas;81,58%;93;Sim;593,2;566,8;557,7;653,1;642,3;602,62
2013;SP;São Paulo;GUIOMAR CABRAL;Todas;57,14%;56;Sim;517;461;506;496,3;509,8;498,02
2013;SP;São Paulo;GUSTAVO AMARAL;Todas;71,43%;30;Sim;526,6;491,3;510,5;539;556;524,68
2013;SP;São Paulo;HEITOR GARCIA COLEGIO UNIDADE II;Todas;64,00%;16;Sim;542,7;494,9;528,3;560,3;536,3;532,5
2013;SP;São Paulo;HOMEM DE MELLO BARAO;Todas;54,55%;36;Sim;489,6;452,3;492,1;507,5;501,7;488,64
2013;SP;São Paulo;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Todas;89,27%;208;Sim;599,3;533,8;571,6;607,4;599,3;582,28
2013;SP;São Paulo;HORIZONTES UIRAPURU;Todas;76,47%;13;Sim;571,6;543;519,7;563,7;504,6;540,52
2013;SP;São Paulo;HORTO FLORESTAL EXTERNATO;Todas;85,71%;24;Sim;542,4;493,9;537,4;560,3;562,1;539,22
2013;SP;São Paulo;HUMBOLDT;Todas;73,42%;58;Sim;618,6;596,4;581;665,5;663,5;625
2013;SP;São Paulo;INFANTE DOM HENRIQUE;Todas;61,40%;132;Sim;517,4;468;507,5;500,1;506,3;499,86
2013;SP;São Paulo;INTEGRADO;Todas;86,11%;31;Sim;522,8;475,5;505,6;522,2;536,1;512,44
2013;SP;São Paulo;INTERACAO MODELO;Todas;62,22%;28;Sim;547,2;483,1;523,3;566,7;597,9;543,64
2013;SP;São Paulo;INTERESCOLAR OBJETIVO UNIDADE MORUMBI CENTRO;Todas;70,27%;26;Sim;597,6;554,5;560,1;625,4;547,7;577,06
2013;SP;São Paulo;INTERNACIONAL ITALO BRASILEIRO COLEGIO;Todas;82,35%;14;Sim;548,7;518,8;551;560,8;600;555,86
2013;SP;São Paulo;IRENE DE LIMA PAIVA PROFESSORA;Todas;70,27%;78;Sim;521,4;473,9;514,2;530,1;536,9;515,3
2013;SP;São Paulo;ISAAC NEWTON;Todas;51,72%;15;Sim;541,4;492,1;522,1;531,3;585,3;534,44
2013;SP;São Paulo;ISAAC NEWTON SIR;Todas;73,91%;51;Sim;558,3;508,3;546,1;595,3;580,4;557,68
2013;SP;São Paulo;ISLAMICA BRASILEIRA;Todas;83,33%;20;Sim;579,7;527;551,6;601,6;565;564,98
2013;SP;São Paulo;ITACA;Todas;83,78%;31;Sim;659,9;604,8;618,5;699,7;707,7;658,12
2013;SP;São Paulo;ITAUNA VISCONDE DE;Todas;66,23%;51;Sim;525,4;481;523,8;534;545,5;521,94
2013;SP;São Paulo;JACOMO STAVALE PROFESSOR;Todas;53,53%;129;Sim;509,1;457,2;499,6;511,1;541,7;503,74
2013;SP;São Paulo;JAIR TOLEDO XAVIER PROFESSOR;Todas;50,73%;139;Sim;500,5;461;497,2;480;520,3;491,8
2013;SP;São Paulo;JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO;Todas;88,24%;75;Sim;637,1;601,8;590,1;677,4;664,3;634,14
2013;SP;São Paulo;JESUS MARIA JOSE;Todas;83,05%;49;Sim;572,3;534,5;544,3;608,6;579,6;567,86
2013;SP;São Paulo;JOANA D ARC;Todas;93,18%;41;Sim;592,8;552,5;555,3;635,9;637,6;594,82
2013;SP;São Paulo;JOAO BORGES PROFESSOR;Todas;65,13%;99;Sim;527,7;496,2;526,9;559,8;567,5;535,62
2013;SP;São Paulo;JOAO DIAS DA SILVEIRA PROFESSOR;Todas;56,36%;155;Sim;516,4;463,6;507,4;505,2;506,6;499,84
2013;SP;São Paulo;JOAO E RAPHAELA PASSALACQUA;Todas;72,73%;16;Sim;626,1;528,8;576,3;593,1;667,5;598,36
2013;SP;São Paulo;JOAO PAULO I;Todas;85,19%;23;Sim;557,1;525,4;556,8;590,6;613;568,58
2013;SP;São Paulo;JOAQUIM LEME DO PRADO PROFESSOR;Todas;51,80%;115;Sim;511,7;454,9;516;496,9;515,1;498,92
2013;SP;São Paulo;JOAQUIM MARIA MACHADO DE ASSIS;Todas;55,36%;31;Sim;558,1;501,7;541;570,4;597,4;553,72
2013;SP;São Paulo;JOSE CHEDIAK;Todas;52,87%;166;Sim;510,7;466,2;494,6;518,8;519,6;501,98
2013;SP;São Paulo;JOSE DE PAIVA NETTO INSTITUTO DE EDUCACAO;Todas;92,45%;49;Sim;584,2;502,4;551,7;569,2;637,1;568,92
2013;SP;São Paulo;JOSE HEITOR CARUSI PROFESSOR;Todas;62,67%;94;Sim;521;457,8;514,3;520;565,1;515,64
2013;SP;São Paulo;JOSE MONTEIRO BOANOVA PROFESSOR;Todas;57,58%;76;Sim;533,7;480,3;526,4;547,1;542,9;526,08
2013;SP;São Paulo;JOSE ROCHA MENDES ETEC;Todas;82,97%;151;Sim;589,3;521;565;589,8;602,8;573,58
2013;SP;São Paulo;JOSE VIEIRA DE MORAES PROF;Todas;65,00%;338;Sim;518,2;469,6;510,2;509,3;528;507,06
2013;SP;São Paulo;JULIA MACEDO PANTOJA PROFESSORA;Todas;59,46%;88;Sim;506,7;455,1;506,9;500,1;535,9;500,94
2013;SP;São Paulo;JULIO PEREIRA LOPES;Todas;54,55%;24;Sim;532,5;494,9;523,2;560,6;582,5;538,74
2013;SP;São Paulo;LAERTE RAMOS DE CARVALHO PROFESSOR DR;Todas;53,78%;185;Sim;522,3;481,8;510,3;510,7;548,9;514,8
2013;SP;São Paulo;LIBERDADE COLEGIO UNIDADE II;Todas;80,00%;20;Sim;514,9;449,5;507,4;514,5;545;506,26
2013;SP;São Paulo;LICEU CARVALHO PINTO EIFM;Todas;60,00%;9;Não;521,2;520,6;498,2;611,4;437,8;517,84
2013;SP;São Paulo;LICEU DE ARTES E OFICIOS DE SAO PAULO;Todas;95,04%;249;Sim;667,9;619,9;607,9;721,6;768,6;677,18
2013;SP;São Paulo;LIMA GUIMARAES K COLEGIO;Todas;61,54%;16;Sim;567,7;534,8;531,9;579,3;548,8;552,5
2013;SP;São Paulo;LOUREIRO JUNIOR PROFESSOR;Todas;67,70%;109;Sim;505;471,5;494,1;514,7;526,6;502,38
2013;SP;São Paulo;LUIZA DE MARILLAC;Todas;68,18%;15;Sim;547,6;515,6;556,6;557,1;593,3;554,04
2013;SP;São Paulo;LUMIERE;Todas;85,71%;30;Sim;601,4;593,6;569,1;651,8;633,3;609,84
2013;SP;São Paulo;LUTERANO COLEGIO SAO PAULO;Todas;70,83%;17;Sim;556,9;544,7;542,7;619,7;560;564,8
2013;SP;São Paulo;MACKENZIE COLEGIO PRESBITERIANO;Todas;90,96%;151;Sim;643,9;602,3;589,8;663,9;666,5;633,28
2013;SP;São Paulo;MADRE CABRINI COLEGIO;Todas;83,13%;69;Sim;589,8;570;575,4;643,4;585,9;592,9
2013;SP;São Paulo;MADRE MAZZARELLO;Todas;78,87%;56;Sim;554,8;528,1;542,2;607,9;567,5;560,1
2013;SP;São Paulo;MAGISTER COLEGIO UNIDADE SABARA;Todas;95,92%;47;Sim;601,1;543,6;574,2;613,3;609,8;588,4
2013;SP;São Paulo;MANUEL CIRIDIAO BUARQUE PROFESSOR;Todas;73,47%;144;Sim;530,9;476,7;519,2;530,3;555;522,42
2013;SP;São Paulo;MANUEL DA NOBREGA PADRE;Todas;56,70%;110;Sim;506;468,2;499,9;507,4;519,5;500,2
2013;SP;São Paulo;MARAJOARA;Todas;66,67%;12;Sim;607,6;581;575,8;602,7;601,7;593,76
2013;SP;São Paulo;MARGARIDA MARIA ORGANIZACAO EDUCACIONAL OEMAR;Todas;85,00%;17;Sim;562,8;541,3;537,6;596,2;545,9;556,76
2013;SP;São Paulo;MARIA DE CARVALHO SENNE PROFESSORA;Todas;61,06%;69;Sim;500,2;465,7;498,7;502,5;519,4;497,3
2013;SP;São Paulo;MARIA IMACULADA COLEGIO;Todas;90,70%;39;Sim;595,5;574,1;569,9;683,1;603,6;605,24
2013;SP;São Paulo;MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA;Todas;71,71%;109;Sim;522,5;460,3;508;495,2;553;507,8
2013;SP;São Paulo;MARIO MARQUES DE OLIVEIRA PROFESSOR;Todas;63,50%;287;Sim;518,8;471,4;508,7;522,6;530;510,3
2013;SP;São Paulo;MARQUES DE MONTE ALEGRE COLEGIO S;Todas;78,72%;37;Sim;585,2;525,5;557,6;600,5;566;566,96
2013;SP;São Paulo;MARTIM FRANCISCO;Todas;53,76%;100;Sim;513,1;473;513,3;508,9;538,6;509,38
2013;SP;São Paulo;MARUPIARA;Todas;87,50%;35;Sim;596,2;554,7;568,5;640;618,9;595,66
2013;SP;São Paulo;MARY WARD;Todas;76,92%;30;Sim;588,3;544,7;547,8;619,2;608;581,6
2013;SP;São Paulo;MATER ET MAGISTRA CENTRO EDUCACIONAL VIVENCIAL;Todas;92,86%;13;Sim;582,2;587,2;569,9;660,1;698,5;619,58
2013;SP;São Paulo;MAUD SA DE MIRANDA MONTEIRO PROFESSORA;Todas;52,17%;72;Sim;511,6;478,1;493,2;504;514,2;500,22
2013;SP;São Paulo;MEDICO COLEGIO;Todas;64,29%;27;Sim;557,5;528,3;539,8;605;533,3;552,78
2013;SP;São Paulo;MESQUITA;Todas;83,87%;26;Sim;573,1;520,5;554,1;569,9;590,8;561,68
2013;SP;São Paulo;MIGUEL DE CERVANTES;Todas;75,36%;52;Sim;642;611,3;605,2;737;674,6;654,02
2013;SP;São Paulo;MIGUEL MALUHY COMENDADOR;Todas;51,17%;109;Sim;511,2;471;509,5;500,7;507,9;500,06
2013;SP;São Paulo;MILTON DA SILVA RODRIGUES PROFESSOR;Todas;77,78%;14;Sim;485,3;425,6;494,3;460,4;475,7;468,26
2013;SP;São Paulo;MIRANDA;Todas;87,65%;71;Sim;593,9;576,3;563,1;623,5;582,8;587,92
2013;SP;São Paulo;MOACYR CAMPOS PROFESSOR;Todas;51,40%;184;Sim;510,9;456,8;506,2;505,7;521,2;500,16
2013;SP;São Paulo;MOBILE;Todas;88,98%;113;Sim;711,3;675,4;636,8;785,2;774,5;716,64
2013;SP;São Paulo;MODULO;Todas;85,51%;59;Sim;611,7;547,6;583,8;644,5;618,6;601,24
2013;SP;São Paulo;MONFORTE;Todas;87,50%;35;Sim;536,4;495,7;519,7;557,3;642,9;550,4
2013;SP;São Paulo;MONTE VIRGEM;Todas;71,43%;20;Sim;577,4;543,7;541,8;586;621;573,98
2013;SP;São Paulo;MONTESSORI SANTA TEREZINHA;Todas;84,85%;28;Sim;596,3;585,4;572,6;678,6;579,6;602,5
2013;SP;São Paulo;MORUMBI SUL;Todas;69,23%;36;Sim;566;534,4;553;621,2;550,6;565,04
2013;SP;São Paulo;MOYE PADRE COLEGIO;Todas;74,03%;57;Sim;559,9;540,1;548;568,7;617,5;566,84
2013;SP;São Paulo;MUNDO ATUAL;Todas;50,00%;11;Sim;530;485,6;518,3;565,4;478,2;515,5
2013;SP;São Paulo;NAPOLEAO DE CARVALHO FREIRE PROFESSOR;Todas;80,00%;104;Sim;507,1;464;509,8;513,5;512,9;501,46
2013;SP;São Paulo;NEOLATINO;Todas;75,86%;22;Sim;560,7;502,4;534,1;551;548,2;539,28
2013;SP;São Paulo;NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO;Todas;78,79%;52;Sim;607;590,8;586,3;698,9;626,9;621,98
2013;SP;São Paulo;NOSSA SENHORA APARECIDA EDUCANDARIO;Todas;72,73%;24;Sim;569,4;516,5;537,2;593;570,8;557,38
2013;SP;São Paulo;NOSSA SENHORA DA CONSOLATA COLEGIO;Todas;77,19%;44;Sim;574,8;533,4;549,5;587,5;591,4;567,32
2013;SP;São Paulo;NOSSA SENHORA DA GLORIA COLEGIO MARISTA;Todas;94,00%;47;Sim;615,1;568,9;582,7;602,3;615,7;596,94
2013;SP;São Paulo;NOSSA SENHORA DA PENHA;Todas;74,29%;286;Sim;516,5;473,2;511,2;529,4;545;515,06
2013;SP;São Paulo;NOSSA SENHORA DAS DORES;Todas;90,91%;20;Sim;583,3;525,8;558,6;596,2;609;574,58
2013;SP;São Paulo;NOSSA SENHORA DAS MERCES COLEGIO MERCEDARIO;Todas;85,00%;17;Sim;553,2;508,3;531,4;556;545,9;538,96
2013;SP;São Paulo;NOSSA SENHORA DE FATIMA COLEGIO;Todas;57,33%;43;Sim;564,1;506,4;521,3;578,2;627,9;559,58
2013;SP;São Paulo;NOSSA SENHORA DE LOURDES;Todas;66,67%;46;Sim;559,6;517,4;523,6;578,1;560,9;547,92
2013;SP;São Paulo;NOSSA SENHORA DE SION;Todas;71,70%;38;Sim;608,9;592,9;586,5;665,9;609,9;612,82
2013;SP;São Paulo;NOSSA SENHORA DO CARMO COLEGIO FRANCISCANO;Todas;87,14%;61;Sim;570,1;516,5;536,7;580,7;562;553,2
